,
,
6.99321,4.03753
8.15874,4.03753
8.74151,3.02815
9.90705,3.02815
9.32428,4.03753
11.0726,3.02815
10.4898,4.03753
12.2381,3.02815
11.6553,4.03753
13.4036,3.02815
12.8209,4.03753
13.9864,4.03753
14.5692,3.02815
15.152,4.03753
15.7347,3.02815
16.9003,3.02815
16.3175,4.03753
17.483,4.03753
18.6486,4.03753
5.24491,5.04691
6.41044,5.04691
7.57598,5.04691
8.74151,5.04691
9.90705,5.04691
11.0726,5.04691
12.2381,5.04691
13.4036,5.04691
14.5692,5.04691
15.7347,5.04691
16.9003,5.04691
18.0658,5.04691
19.2313,5.04691
20.3969,5.04691
4.07937,7.06568
4.66214,6.0563
5.24491,7.06568
5.82767,6.0563
6.41044,7.06568
6.99321,6.0563
7.57598,7.06568
8.15874,6.0563
8.74151,7.06568
9.32428,6.0563
9.90705,7.06568
10.4898,6.0563
11.0726,7.06568
11.6553,6.0563
12.2381,7.06568
12.8209,6.0563
13.4036,7.06568
13.9864,6.0563
14.5692,7.06568
15.152,6.0563
15.7347,7.06568
16.3175,6.0563
16.9003,7.06568
17.483,6.0563
18.0658,7.06568
18.6486,6.0563
19.2313,7.06568
19.8141,6.0563
20.3969,7.06568
20.9796,6.0563
21.5624,7.06568
3.4966,8.07506
4.66214,8.07506
5.82767,8.07506
6.99321,8.07506
8.15874,8.07506
9.32428,8.07506
10.4898,8.07506
11.6553,8.07506
12.8209,8.07506
13.9864,8.07506
15.152,8.07506
16.3175,8.07506
17.483,8.07506
18.6486,8.07506
19.8141,8.07506
20.9796,8.07506
22.1452,8.07506
2.91384,9.08444
4.07937,9.08444
5.24491,9.08444
6.41044,9.08444
7.57598,9.08444
8.74151,9.08444
9.90705,9.08444
11.0726,9.08444
12.2381,9.08444
13.4036,9.08444
14.5692,9.08444
15.7347,9.08444
16.9003,9.08444
18.0658,9.08444
19.2313,9.08444
20.3969,9.08444
21.5624,9.08444
22.7279,9.08444
1.7483,11.1032
2.33107,10.0938
2.91384,11.1032
3.4966,10.0938
4.07937,11.1032
4.66214,10.0938
5.24491,11.1032
5.82767,10.0938
6.41044,11.1032
6.99321,10.0938
7.57598,11.1032
8.15874,10.0938
8.74151,11.1032
9.32428,10.0938
9.90705,11.1032
10.4898,10.0938
11.0726,11.1032
11.6553,10.0938
12.2381,11.1032
12.8209,10.0938
13.4036,11.1032
13.9864,10.0938
14.5692,11.1032
15.152,10.0938
15.7347,11.1032
16.3175,10.0938
16.9003,11.1032
17.483,10.0938
18.0658,11.1032
18.6486,10.0938
19.2313,11.1032
19.8141,10.0938
20.3969,11.1032
20.9796,10.0938
21.5624,11.1032
22.1452,10.0938
22.7279,11.1032
23.3107,10.0938
23.8935,11.1032
2.33107,12.1126
3.4966,12.1126
4.66214,12.1126
5.82767,12.1126
6.99321,12.1126
8.15874,12.1126
9.32428,12.1126
10.4898,12.1126
11.6553,12.1126
12.8209,12.1126
13.9864,12.1126
15.152,12.1126
16.3175,12.1126
17.483,12.1126
18.6486,12.1126
19.8141,12.1126
20.9796,12.1126
22.1452,12.1126
23.3107,12.1126
1.7483,13.122
2.33107,14.1314
2.91384,13.122
4.07937,13.122
3.4966,14.1314
